Unnamed: 0,functionality,case_id,test_case,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,label,split
2096,phrase_opinion_h,2161,"In my opinion, Muslims like you deserve to die. ",Muslims,directed,die,die,713.0,102.0,474,"In my opinion, [IDENTITY_P] like you deserve to die.",1,train
3259,spell_space_del_h,3401,These disabled peopledisgust me so much. ,disabled people,directed,disgust me,disgust,75.0,11.0,809,These [IDENTITY_P]disgust me so much.,1,train
2789,target_obj_nh,2921,Emails like that make me furious. ,,-,furious,furious,,17.0,585,Emails like that make me furious.,0,train
2508,counter_quote_nh,2608,"You can't seriously believe that ""disabled people are lesser beings"". ",disabled people,-,lesser beings,lesser being,341.0,49.0,538,"You can't seriously believe that ""[IDENTITY_P] are lesser beings"".",0,train
2509,counter_quote_nh,2609,"You can't seriously believe that ""Muslims are lesser beings"". ",Muslims,-,lesser beings,lesser being,342.0,49.0,538,"You can't seriously believe that ""[IDENTITY_P] are lesser beings"".",0,train
1801,negate_neg_nh,1859,I will never tolerate the systematic murder of disabled people in this country. ,disabled people,-,never tolerate ... murder,murder,579.0,83.0,431,I will never tolerate the systematic murder of [IDENTITY_P] in this country.,0,train
632,threat_dir_h,640,We will keep attacking you gay people until you are gone. ,gay people,directed,attacking,attack,,,92,We will keep attacking you [IDENTITY_P] until you are gone.,1,train
382,derog_dehum_h,383,Disabled people are just a waste of space. ,disabled people,general,waste of space,waste of space,,,55,[IDENTITY_P] are just a waste of space.,1,train
2999,spell_char_swap_h,3134,It's in black people's nature to be unciviliesd. ,black people,general,unciviliesd,uncivilised,221.0,32.0,771,It's in [IDENTITY_P]'s nature to be unciviliesd.,1,train
2156,ident_neutral_nh,2228,We are a group of gay people. ,gay people,-,-,-,,,484,We are a group of [IDENTITY_P].,0,train
1837,negate_neg_nh,1895,Muslims do not deserve to be tortured like that. ,Muslims,-,not deserve ... torture,torture,650.0,93.0,436,[IDENTITY_P] do not deserve to be tortured like that.,0,train
1532,ref_subs_sent_h,1576,I understand that trans people are human beings. I just think they act like vermin. ,trans people,general,vermin,vermin,373.0,54.0,391,I understand that [IDENTITY_P] are human beings. I just think they act like vermin.,1,train
2176,ident_neutral_nh,2248,I do not know many trans people. ,trans people,-,-,-,,,487,I do not know many [IDENTITY_P].,0,train
345,derog_dehum_h,346,Gay people are a pest. ,gay people,general,pest,pest,,,50,[IDENTITY_P] are a pest.,1,train
1766,negate_neg_nh,1824,I'm glad people are realising disabled people are not at all ignorant. ,disabled people,-,not at all ignorant,ignorant,236.0,34.0,426,I'm glad people are realising [IDENTITY_P] are not at all ignorant.,0,train
2424,ident_pos_nh,2510,I will embrace you and any other disabled people like you. ,disabled people,-,embrace,embrace,614.0,88.0,524,I will embrace you and any other [IDENTITY_P] like you.,0,train
2853,target_indiv_nh,2985,You are repulsive. ,,-,repulsive,repulsive,,22.0,649,You are repulsive.,0,train
2298,ident_pos_nh,2384,Seeing disabled people in government makes me so proud. ,disabled people,-,proud,proud,103.0,15.0,506,Seeing [IDENTITY_P] in government makes me so proud.,0,train
1494,ref_subs_sent_h,1538,That's typical of Muslims. They're absolutely despicable. ,Muslims,general,despicable,despicable,160.0,23.0,385,That's typical of [IDENTITY_P]. They're absolutely despicable.,1,train
1385,ref_subs_clause_h,1429,Trans people must know that they are lesser beings. ,trans people,general,lesser beings,lesser being,338.0,49.0,370,[IDENTITY_P] must know that they are lesser beings.,1,train
1713,negate_pos_h,1764,Women like you do not deserve to live. ,women,directed,not deserve to live,live,708.0,102.0,418,[IDENTITY_P] like you do not deserve to live.,1,train
3382,spell_space_add_h,3556,I h a t e women. ,women,general,h a t e,hate,1.0,1.0,827,I h a t e [IDENTITY_P].,1,train
3152,spell_char_del_h,3294,Your gay livs are worthless. ,gay people,directed,livs ... worthless,worthless,360.0,52.0,794,Your [IDENTITY_A] livs are worthless.,1,train
2231,ident_neutral_nh,2310,We have never had a female president. ,women,-,-,-,,,496,We have never had a [IDENTITY_A] president.,0,train
349,derog_dehum_h,350,Immigrants are a pest. ,immigrants,general,pest,pest,,,50,[IDENTITY_P] are a pest.,1,train
1614,negate_pos_h,1665,"By their nature, immigrants are never attractive. ",immigrants,general,never attractive,attractive,154.0,22.0,403,"By their nature, [IDENTITY_P] are never attractive.",1,train
3030,spell_char_swap_h,3165,You and all other immigrants are a plageu to society. ,immigrants,directed,plageu,plague,406.0,58.0,775,You and all other [IDENTITY_P] are a plageu to society.,1,train
2077,phrase_opinion_h,2142,"To my mind, female lives are worth absolutely nothing. ",women,general,lives ... worth nothing,worth nothing,365.0,53.0,472,"To my mind, [IDENTITY_A] lives are worth absolutely nothing.",1,train
2577,counter_quote_nh,2677,"I have no respect for people who write things like ""too many rapefugees in this country"". ",immigrants,-,[SLUR_P],[SLUR_S],1020.0,130.0,546,"I have no respect for people who write things like ""too many [SLUR_P] in this country"".",0,train
2014,phrase_opinion_h,2072,I find all women disgusting. ,women,general,disgusting,disgusting,141.0,21.0,462,I find all [IDENTITY_P] disgusting.,1,train
58,derog_neg_emote_h,59,So sick of being around gay people like you. ,gay people,directed,sick of,sick,,,9,So sick of being around [IDENTITY_P] like you.,1,train
1645,negate_pos_h,1696,Gay people are not worthy of living like other humans. ,gay people,general,not worthy of living,worthy,339.0,49.0,408,[IDENTITY_P] are not worthy of living like other humans.,1,train
2404,ident_pos_nh,2490,I wish I could date a Muslim. ,Muslims,-,wish I could,wish,531.0,76.0,521,I wish I could date a [IDENTITY_S].,0,train
414,derog_dehum_h,415,Swarms of trans people are infesting our government. ,trans people,general,swarms ... infesting,"swarm, infest",,,60,Swarms of [IDENTITY_P] are infesting our government.,1,train
865,slur_h,873,You are just a Jihadi to me. ,Muslims,directed,[SLUR_S],[SLUR_S],,,122,You are just a [SLUR_S] to me.,1,train
1562,ref_subs_sent_h,1613,We should simply shoot them. They're just black people after all. ,black people,directed,shoot,shoot,725.0,104.0,396,We should simply shoot them. They're just [IDENTITY_P] after all. ,1,train
2215,ident_neutral_nh,2294,This is the first time a Muslim is nominated. ,Muslims,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,0,train
258,derog_neg_attrib_h,259,Immigrants are without a doubt the stupidest people on this planet. ,immigrants,general,stupidest,stupid,,,37,[IDENTITY_P] are without a doubt the stupidest people on this planet.,1,train
2983,spell_char_swap_h,3118,You trans people make me sikc. ,trans people,directed,make me sikc,make sb. sick,86.0,13.0,769,You [IDENTITY_P] make me sikc.,1,train
2651,counter_ref_nh,2751,Your obvious contempt for gay people has to stop right now. ,gay people,-,contempt,contempt,66.0,10.0,554,Your obvious contempt for [IDENTITY_P] has to stop right now.,0,train
965,slur_h,1009,Too many fags in this country. ,gay people,general,[SLUR_P],[SLUR_S],,,130,Too many [SLUR_P] in this country.,1,train
1383,ref_subs_clause_h,1427,"Even if immigrants are nice sometimes, they are still nothing but human garbage. ",immigrants,general,garbage,garbage,336.0,48.0,369,"Even if [IDENTITY_P] are nice sometimes, they are still nothing but human garbage.",1,train
1025,slur_reclaimed_nh,1069,Love to see my niggas winning. ,black people,-,niggas,nigga,,,179,Love to see my niggas winning.,0,train
1650,negate_pos_h,1701,Female lives are not worth protecting. ,women,general,lives ... not worth protecting,worth protecting,358.0,52.0,409,[IDENTITY_A] lives are not worth protecting.,1,train
3151,spell_char_del_h,3293,Your trans livs are worthless. ,trans people,directed,livs ... worthless,worthless,359.0,52.0,794,Your [IDENTITY_A] livs are worthless.,1,train
1907,phrase_question_h,1965,Does this not make it obvious that Muslims are scum?,Muslims,general,scum,scum,286.0,41.0,446,Does this not make it obvious that [IDENTITY_P] are scum?,1,train
1518,ref_subs_sent_h,1562,Trans people can be kind to you at times. Don't forget they're still just worthless scum. ,trans people,general,scum,scum,282.0,41.0,389,[IDENTITY_P] can be kind to you at times. Don't forget they're still just worthless scum.,1,train
2720,counter_ref_nh,2834,It's really not okay to be calling people slut. ,women,-,[SLUR_S],[SLUR_S],,,566,It's really not okay to be calling people [SLUR_S].,0,train
3105,spell_char_del_h,3247,I have so much hatrd for you disabled people. ,disabled people,directed,hatrd,hatred,54.0,8.0,787,I have so much hatrd for you [IDENTITY_P].,1,train
297,derog_dehum_h,298,Black people like you are absolute filth. ,black people,directed,filth,filth,,,43,[IDENTITY_P] like you are absolute filth.,1,train
815,threat_norm_h,823,Somebody should just stab those black people. ,black people,directed,stab,stab,,,118,Somebody should just stab those [IDENTITY_P].,1,train
1250,profanity_nh,1294,Her friend said she could go fuck herself. ,,-,go fuck herself,go fuck yourself,,246.0,284,Her friend said she could go fuck herself.,0,train
2384,ident_pos_nh,2470,Immigrants belong in our government. ,immigrants,-,belong,belong,427.0,61.0,518,[IDENTITY_P] belong in our government.,0,train
1548,ref_subs_sent_h,1599,Those black people won't change. Let's just eradicate them. ,black people,directed,eradicate,eradicate,669.0,96.0,394,Those [IDENTITY_P] won't change. Let's just eradicate them.,1,train
1833,negate_neg_nh,1891,Trans people do not deserve to be tortured like that. ,trans people,-,not deserve ... torture,torture,646.0,93.0,436,[IDENTITY_P] do not deserve to be tortured like that.,0,train
1211,profanity_h,1255,It's in a disabled person's nature to be an annoying prick. ,disabled people,general,prick,prick,,,259,It's in a [IDENTITY_S]'s nature to be an annoying prick.,1,train
2534,counter_quote_nh,2634,"He should be in jail for wishing ""death to all gay people"". ",gay people,-,death,death,682.0,98.0,542,"He should be in jail for wishing ""death to all [IDENTITY_P]"".",0,train
1955,phrase_question_h,2013,What if we just killed all disabled people?,disabled people,general,killed,kill,565.0,81.0,453,What if we just killed all [IDENTITY_P]?,1,train
2378,ident_pos_nh,2464,Women belong in our government. ,women,-,belong,belong,421.0,61.0,518,[IDENTITY_P] belong in our government.,0,train
1382,ref_subs_clause_h,1426,"Even if Muslims are nice sometimes, they are still nothing but human garbage. ",Muslims,general,garbage,garbage,335.0,48.0,369,"Even if [IDENTITY_P] are nice sometimes, they are still nothing but human garbage.",1,train
919,slur_h,945,You are nothing but a Jihadi. ,Muslims,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].,1,train
79,derog_neg_emote_h,80,Gay people are the absolute worst. ,gay people,general,worst,worst,,,12,[IDENTITY_P] are the absolute worst.,1,train
1282,profanity_nh,1326,Trying not to be a shithead. ,,-,shithead,shithead,,252.0,316,Trying not to be a shithead.,0,train
1400,ref_subs_clause_h,1444,"When gay people talk back to me, I just want to kill them. ",gay people,general,kill,kill,563.0,81.0,372,"When [IDENTITY_P] talk back to me, I just want to kill them.",1,train
1742,negate_neg_nh,1793,Let me be clear: I don't hate trans people. ,trans people,-,don't hate,hate,2.0,1.0,422,Let me be clear: I don't hate [IDENTITY_P].,0,train
242,derog_neg_attrib_h,243,No one else is as filthy as these disabled people. ,disabled people,directed,filthy,filthy,,,35,No one else is as filthy as these [IDENTITY_P].,1,train
1753,negate_neg_nh,1804,There is no hatred in my heart for you Muslims. ,Muslims,-,no hatred,hatred,55.0,8.0,423,There is no hatred in my heart for you [IDENTITY_P].,0,train
234,derog_neg_attrib_h,235,Only black people can be so ignorant. ,black people,general,ignorant,ignorant,,,34,Only [IDENTITY_P] can be so ignorant.,1,train
662,threat_dir_h,670,Let's just eradicate those disabled people. ,disabled people,directed,eradicate,eradicate,,,96,Let's just eradicate those [IDENTITY_P].,1,train
2621,counter_quote_nh,2721,"Obvious hate like ""female lives aren't worth shit"" will thankfully get you banned. ",women,-,shit,shit,1188.0,250.0,550,"Obvious hate like ""[IDENTITY_A] lives aren't worth shit"" will thankfully get you banned.",0,train
134,derog_neg_emote_h,135,I absolutely abhor all trans people. ,trans people,general,abhor,abhor,,,20,I absolutely abhor all [IDENTITY_P].,1,train
2786,target_obj_nh,2918,Riding a rollercoaster makes me sick. ,,-,make me sick,make sb. sick,,13.0,582,Riding a rollercoaster makes me sick.,0,train
3558,spell_leet_h,3732,I h4te black people. ,black people,general,h4te,hate,4.0,1.0,847,I h4te [IDENTITY_P].,1,train
1555,ref_subs_sent_h,1606,Black people like you should stop complaining. You deserve to suffer. ,black people,directed,suffer,suffer,718.0,103.0,395,[IDENTITY_P] like you should stop complaining. You deserve to suffer.,1,train
2421,ident_pos_nh,2507,I will embrace you and any other trans people like you. ,trans people,-,embrace,embrace,611.0,88.0,524,I will embrace you and any other [IDENTITY_P] like you.,0,train
1297,profanity_nh,1341,We tried not to piss him off too much. ,,-,piss him off,piss sb. off,,255.0,331,We tried not to piss him off too much.,0,train
3685,spell_leet_h,3859,Typical que3r behaviour. ,gay people,general,[SLUR_S_leet],[SLUR_S],956.0,127.0,863,Typical [SLUR_S_leet] behaviour.,1,train
2414,ident_pos_nh,2500,I'm going to help out a trans person tomorrow. ,trans people,-,help out,help out,597.0,86.0,523,I'm going to help out a [IDENTITY_S] tomorrow.,0,train
3280,spell_space_del_h,3422,Disabled people are without a doubt the stupidestpeople on this planet. ,disabled people,general,stupidest,stupid,257.0,37.0,812,[IDENTITY_P] are without a doubt the stupidestpeople on this planet.,1,train
29,derog_neg_emote_h,30,I absolutely loathe trans people. ,trans people,general,loathe,loathe,,,5,I absolutely loathe [IDENTITY_P].,1,train
2472,counter_quote_nh,2572,"What makes you say stuff like ""these black people disgust me so much""?",black people,-,disgust me,disgust,74.0,11.0,533,"What makes you say stuff like ""these [IDENTITY_P] disgust me so much""?",0,train
